policy_number,previous_policy_number,policy_renewal_indicator,portability_indicator,policy_status,policy_issuance_type,policy_classification,group_policy_classification,policy_issue_date,policy_start_date,policy_end_date,cancellation_termination_date,agent_id,sales_manager_id,member_id1,member_id2,member_id3,member_id4,member_id5,sum_insured,total_policy_premium,premium_installment_type,premium_paid_till_date,policy_porting_date,policy_inclusion_date,policy_inclusion_ind,number_of_insured,minimum_possible_si,susp_policy_ind,proposer_mobile_no,policy_procurement_area,previous_sum_insured,policy_renewal_date,prev_policy_expiry_date,intermediary_type,first_policy_number,product_uin,plan_name,product_cd
POL-37126,,N,N,IF,S,G,N,2023-07-02,2023-07-07,2024-07-05,,AG1194,SM1038,MEMBER-007969,,,,,6109908.44,509145.79,Y,509145.79,,,No,1,4408563.73,No,9008201380,Urban,,,,ORG,POL-37126,UIN-989,Plan B,GROUP_HEALTH
POL-36321,,N,N,IF,U,I,,2024-08-07,2024-08-09,2025-08-08,,AG1028,SM1033,MEMBER-013984,MEMBER-004629,,,,2454248.88,107202.42,Y,107202.42,,,No,2,1735459.19,No,9769258327,Rural,,,,IND,POL-36321,UIN-131,Plan A,FAMILY_HEALTH_OPTIMA
POL-45957,,N,N,IF,U,I,,2023-03-07,2023-03-08,2024-03-06,,AG1136,SM1017,MEMBER-004014,MEMBER-014523,,,,2402341.05,238504.87,Y,238504.87,,,No,2,1508151.97,No,9914686216,Urban,,,,IND,POL-45957,UIN-153,Plan A,TERM_LIFE
POL-14348,POL-28619,Y,N,IF,U,G,E,2023-11-29,2023-12-03,2024-12-01,,AG1121,SM1032,MEMBER-010035,MEMBER-003608,,,,9912240.46,587894.76,M,146973.69,,,No,2,6384009.17,No,9327569512,Rural,11625807.71,2023-12-03,2023-12-02,ORG,POL-28619,UIN-983,Plan C,IND_HEALTH
POL-37297,,N,N,XP,S,I,,2023-04-28,2023-05-02,2024-04-30,,AG1011,SM1041,MEMBER-003877,,,,,1571483.32,64590.41,H,32295.21,,,No,1,988663.51,No,9979113493,Rural,,,,DIR,POL-37297,UIN-917,Plan C,IND_HEALTH
POL-48163,,N,N,XP,S,I,,2024-04-08,2024-04-11,2025-04-10,,AG1163,SM1038,MEMBER-002343,MEMBER-011686,,,,1948743.52,81983.08,Q,81983.08,,2024-12-09,Yes,2,1481132.6,No,9664310388,Rural,,,,IND,POL-48163,UIN-967,Plan A,GROUP_HEALTH
POL-49886,POL-19070,Y,N,IF,S,I,,2024-04-10,2024-04-11,2025-04-10,,AG1158,SM1039,MEMBER-012096,MEMBER-013129,MEMBER-007835,MEMBER-010285,MEMBER-013118,731871.03,35590.98,M,29659.15,,,No,5,454434.56,No,9189087573,Rural,518979.77,2024-04-11,2024-04-10,IND,POL-19070,UIN-596,Plan B,PERSONAL_ACCIDENT
POL-28533,,N,N,IF,S,I,,2024-01-13,2024-01-17,2025-01-15,,AG1187,SM1037,MEMBER-001143,MEMBER-011553,MEMBER-005601,,,1657226.14,110991.15,Q,110991.15,,,No,3,907834.79,No,9045736926,Urban,,,,ORG,POL-28533,UIN-967,Plan B,FAMILY_HEALTH_OPTIMA
POL-25402,,N,N,IF,S,I,,2024-02-07,2024-02-08,2025-02-06,,AG1068,SM1008,MEMBER-002656,MEMBER-000997,MEMBER-004284,MEMBER-011127,,549043.7,8674.89,Y,8674.89,,,No,4,356126.19,No,9724802896,Urban,,,,DIR,POL-25402,UIN-561,Plan A,CRITICAL_ILLNESS
POL-35823,,N,N,IF,U,G,N,2023-07-23,2023-07-28,2024-07-26,,AG1074,SM1025,MEMBER-011019,MEMBER-001095,MEMBER-012915,,,3419616.4,177775.3,H,88887.65,,,No,3,2336243.76,No,9247892196,Urban,,,,ORG,POL-35823,UIN-134,Plan B,FAMILY_HEALTH_OPTIMA
POL-33858,,N,N,IF,U,I,,2024-06-21,2024-06-25,2025-06-24,,AG1101,SM1015,MEMBER-013688,MEMBER-009574,MEMBER-014364,MEMBER-011923,MEMBER-005195,404600.83,27167.27,H,27167.27,,,No,5,271918.41,No,9406498161,Urban,,,,IND,POL-33858,UIN-329,Plan A,TERM_LIFE
POL-36634,,N,N,IF,S,I,,2023-07-14,2023-07-15,2024-07-13,,AG1118,SM1011,MEMBER-014070,MEMBER-013159,MEMBER-007834,,,1069669.97,41619.97,Q,41619.97,,,No,3,763835.58,No,9190408129,Urban,,,,DIR,POL-36634,UIN-778,Plan B,GROUP_HEALTH
POL-35615,,N,N,IF,S,I,,2023-06-28,2023-07-02,2024-06-30,,AG1130,SM1013,MEMBER-001447,MEMBER-009649,MEMBER-014115,MEMBER-012149,MEMBER-000965,2046795.35,110397.44,Y,110397.44,,,No,5,1299709.69,No,9305773948,Rural,,,,IND,POL-35615,UIN-940,Plan A,CRITICAL_ILLNESS
POL-44290,,N,N,IF,S,G,E,2023-05-01,2023-05-04,2024-05-02,,AG1082,SM1029,MEMBER-001841,MEMBER-014873,MEMBER-006249,,,7628821.98,652910.4,Y,652910.4,,,No,3,4051380.5,No,9679406075,Urban,,,,IND,POL-44290,UIN-645,Plan B,TERM_LIFE
POL-47382,,N,N,IF,U,I,,2024-05-25,2024-05-25,2025-05-24,,AG1085,SM1034,MEMBER-012945,MEMBER-002250,MEMBER-008727,MEMBER-014465,,2398728.61,115822.94,H,57911.47,,,No,4,1292973.87,No,9546945910,Rural,,,,IND,POL-47382,UIN-795,Plan C,IND_HEALTH
POL-48617,,N,N,IF,S,I,,2024-04-22,2024-04-22,2025-04-21,,AG1194,SM1030,MEMBER-001924,MEMBER-003356,,,,2429903.81,238725.64,M,119362.82,,,No,2,1923209.62,No,9431494939,Rural,,,,IND,POL-48617,UIN-855,Plan A,GROUP_HEALTH
POL-24201,,N,N,IF,S,I,,2023-03-31,2023-03-31,2024-03-29,,AG1120,SM1024,MEMBER-011954,MEMBER-013164,MEMBER-010302,MEMBER-007054,,1356568.87,95784.34,M,23946.08,,,No,4,1024761.66,No,9813393102,Rural,,,,SPP,POL-24201,UIN-564,Plan B,CRITICAL_ILLNESS
POL-32967,,N,N,IF,S,I,,2024-04-16,2024-04-18,2025-04-17,,AG1176,SM1034,MEMBER-011882,MEMBER-011345,MEMBER-014092,MEMBER-005999,MEMBER-010146,2154656.23,187289.49,Y,187289.49,,,No,5,1686350.24,No,9569798710,Rural,,,,IND,POL-32967,UIN-506,Plan A,TERM_LIFE
POL-10537,,N,N,IF,S,I,,2023-02-22,2023-02-22,2024-02-21,,AG1155,SM1048,MEMBER-000617,MEMBER-002413,MEMBER-012993,,,1158633.73,70670.24,Y,70670.24,,,No,3,607646.07,No,9062418098,Rural,,,,ORG,POL-10537,UIN-752,Plan A,TERM_LIFE
POL-39272,,N,N,IF,S,G,E,2024-03-23,2024-03-25,2025-03-24,,AG1114,SM1041,MEMBER-010928,MEMBER-003174,MEMBER-011448,,,4994483.16,153542.51,H,153542.51,,,No,3,3584524.05,No,9283950415,Rural,,,,IND,POL-39272,UIN-768,Plan C,FAMILY_HEALTH_OPTIMA
POL-43802,,N,N,IF,S,I,,2024-03-26,2024-03-30,2025-03-29,,AG1084,SM1038,MEMBER-014127,MEMBER-013833,MEMBER-006726,,,2158209.81,166170.49,M,55390.16,,,No,3,1221023.11,No,9134992528,Rural,,,,IND,POL-43802,UIN-314,Plan C,PERSONAL_ACCIDENT
POL-45370,,N,N,IF,S,I,,2023-07-23,2023-07-26,2024-07-24,,AG1007,SM1009,MEMBER-010112,MEMBER-005937,MEMBER-007197,,,722464.14,39835.21,H,39835.21,,2023-12-02,Yes,3,419990.17,No,9958422527,Rural,,,,IND,POL-45370,UIN-991,Plan A,PERSONAL_ACCIDENT
POL-42082,,N,N,IF,S,I,,2023-10-03,2023-10-07,2024-10-05,,AG1156,SM1037,MEMBER-011020,,,,,1826748.36,115007.81,Q,28751.95,,,No,1,1063951.13,No,9252178844,Urban,,,,IND,POL-42082,UIN-316,Plan B,PERSONAL_ACCIDENT
POL-20714,,N,N,CP,U,I,,2024-06-06,2024-06-08,2025-06-07,2025-04-06,AG1160,SM1016,MEMBER-008559,MEMBER-005689,MEMBER-006052,,,2432884.33,188711.95,M,62903.98,,,No,3,1829772.39,No,9282633843,Rural,,,,IND,POL-20714,UIN-384,Plan C,GROUP_HEALTH
POL-44832,POL-28797,Y,N,IF,U,I,,2023-06-07,2023-06-09,2024-06-07,,AG1114,SM1000,MEMBER-007683,MEMBER-003638,MEMBER-001598,MEMBER-014458,MEMBER-007865,761545.72,33711.1,Q,8427.77,,,No,5,500326.66,No,9038526489,Urban,859789.83,2023-06-09,2023-06-08,ORG,POL-28797,UIN-847,Plan B,FAMILY_HEALTH_OPTIMA
POL-35486,,N,N,IF,U,I,,2023-09-03,2023-09-04,2024-09-02,,AG1182,SM1004,MEMBER-000900,MEMBER-012757,,,,1116859.94,77896.03,Q,77896.03,,2024-04-19,Yes,2,832940.01,No,9621632943,Rural,,,,DIR,POL-35486,UIN-103,Plan A,PERSONAL_ACCIDENT
POL-48359,POL-29888,N,Y,IF,S,I,,2024-04-26,2024-04-29,2025-04-28,,AG1102,SM1018,MEMBER-001018,MEMBER-001369,MEMBER-010346,MEMBER-007986,,276246.76,12797.12,M,10664.27,2024-04-29,,No,4,175442.81,No,9003924755,Urban,279387.57,,2024-04-28,IND,POL-29888,UIN-113,Plan C,PERSONAL_ACCIDENT
POL-46747,,N,N,IF,U,I,,2023-09-23,2023-09-24,2024-09-22,,AG1072,SM1045,MEMBER-011293,MEMBER-008694,,,,1034822.1,96169.13,Q,72126.85,,,No,2,525121.82,No,9130790084,Rural,,,,DIR,POL-46747,UIN-503,Plan B,PERSONAL_ACCIDENT
POL-20002,POL-27930,Y,N,IF,S,I,,2024-03-01,2024-03-03,2025-03-02,,AG1053,SM1009,MEMBER-013382,,,,,461729.68,23112.7,H,23112.7,,,No,1,356153.83,No,9651930972,Rural,431386.43,2024-03-03,2024-03-02,IND,POL-27930,UIN-314,Plan A,GROUP_HEALTH
POL-22703,,N,N,IF,S,G,N,2024-07-19,2024-07-21,2025-07-20,,AG1001,SM1005,MEMBER-013306,MEMBER-013570,MEMBER-009449,MEMBER-004590,MEMBER-003488,3107042.89,147066.48,H,147066.48,,,No,5,2449519.14,No,9233078383,Rural,,,,ORG,POL-22703,UIN-973,Plan A,TERM_LIFE
POL-48818,,N,N,IF,S,G,E,2023-11-14,2023-11-16,2024-11-14,,AG1081,SM1034,MEMBER-010072,MEMBER-011176,MEMBER-002745,MEMBER-005673,,5210031.13,480003.92,Y,480003.92,,,No,4,4008038.88,No,9416802037,Urban,,,,IND,POL-48818,UIN-751,Plan B,GROUP_HEALTH
POL-36090,,N,N,XP,S,I,,2024-05-14,2024-05-19,2025-05-18,,AG1130,SM1009,MEMBER-011912,MEMBER-012723,MEMBER-008031,,,2233617.9,96062.88,H,96062.88,,,No,3,1662656.43,No,9422848866,Urban,,,,IND,POL-36090,UIN-185,Plan C,IND_HEALTH
POL-44220,,N,N,IF,S,I,,2024-05-16,2024-05-20,2025-05-19,,AG1043,SM1032,MEMBER-006981,MEMBER-002530,MEMBER-009863,MEMBER-009080,MEMBER-013842,999288.46,43622.6,H,43622.6,,2024-12-08,Yes,5,560832.1,No,9425787206,Rural,,,,ORG,POL-44220,UIN-275,Plan A,PERSONAL_ACCIDENT
POL-10817,,N,N,IF,S,I,,2023-04-01,2023-04-01,2024-03-30,,AG1013,SM1012,MEMBER-011695,MEMBER-002538,MEMBER-004163,MEMBER-004302,,1331144.16,71134.88,Y,71134.88,,,No,4,693623.17,No,9386550893,Urban,,,,IND,POL-10817,UIN-821,Plan B,TERM_LIFE
POL-13543,,N,N,IF,U,I,,2023-03-26,2023-03-26,2024-03-24,,AG1025,SM1004,MEMBER-007251,MEMBER-013912,MEMBER-013628,MEMBER-008554,MEMBER-014149,2336998.04,114622.25,Q,114622.25,,,No,5,1796880.38,No,9285250841,Urban,,,,ORG,POL-13543,UIN-585,Plan C,FAMILY_HEALTH_OPTIMA
POL-20570,,N,N,TM,S,G,E,2023-02-22,2023-02-25,2024-02-24,2023-04-12,AG1159,SM1049,MEMBER-007538,MEMBER-005690,MEMBER-014980,MEMBER-003259,,1553720.07,116992.68,Q,58496.34,,2023-12-08,Yes,4,1218007.74,No,9162439678,Rural,,,,IND,POL-20570,UIN-161,Plan C,IND_HEALTH
POL-40591,POL-27069,Y,N,IF,U,I,,2023-08-25,2023-08-26,2024-08-24,,AG1163,SM1011,MEMBER-011970,MEMBER-002917,,,,2457328.75,156053.96,Y,156053.96,,,No,2,1764889.92,No,9047236715,Urban,2224882.57,2023-08-26,2023-08-25,IND,POL-27069,UIN-804,Plan C,FAMILY_HEALTH_OPTIMA
POL-21635,,N,N,XP,S,I,,2023-01-13,2023-01-18,2024-01-17,,AG1189,SM1045,MEMBER-007401,,,,,1575376.23,70916.19,H,70916.19,,,No,1,984434.03,No,9725056371,Urban,,,,IOC,POL-21635,UIN-357,Plan B,GROUP_HEALTH
POL-42469,,N,N,IF,S,I,,2023-11-18,2023-11-21,2024-11-19,,AG1161,SM1042,MEMBER-013592,,,,,271859.66,11068.58,Y,11068.58,,,No,1,207085.54,No,9501866851,Rural,,,,SPP,POL-42469,UIN-164,Plan C,FAMILY_HEALTH_OPTIMA
POL-19843,,N,N,IF,S,I,,2024-03-27,2024-03-29,2025-03-28,,AG1057,SM1048,MEMBER-009637,MEMBER-009811,,,,1670102.31,142474.03,Y,142474.03,,,No,2,959909.4,No,9187660142,Urban,,,,IND,POL-19843,UIN-816,Plan A,PERSONAL_ACCIDENT
POL-48232,POL-19843,N,Y,IF,S,I,,2024-05-03,2024-05-07,2025-05-06,,AG1055,SM1001,MEMBER-009707,MEMBER-000150,,,,2289616.57,127613.74,Q,95710.31,2024-05-07,,No,2,1250412.2,No,9598498593,Rural,1917422.46,,2024-05-06,IND,POL-19843,UIN-968,Plan C,PERSONAL_ACCIDENT
POL-19736,,N,N,IF,U,I,,2023-03-02,2023-03-04,2024-03-02,,AG1110,SM1000,MEMBER-004384,MEMBER-001568,MEMBER-011204,,,693103.87,18165.61,Y,18165.61,,,No,3,509718.47,No,9452292619,Urban,,,,IND,POL-19736,UIN-594,Plan C,PERSONAL_ACCIDENT
POL-20035,,N,N,CP,U,I,,2023-11-16,2023-11-20,2024-11-18,2024-04-11,AG1074,SM1044,MEMBER-011506,MEMBER-002366,,,,640807.0,33576.99,Q,8394.25,,,No,2,328526.17,No,9262018208,Rural,,,,IND,POL-20035,UIN-739,Plan A,FAMILY_HEALTH_OPTIMA
POL-36893,,N,N,XP,S,I,,2023-12-22,2023-12-27,2024-12-25,,AG1118,SM1039,MEMBER-006657,MEMBER-006029,,,,2111882.95,133444.59,Q,100083.44,,,No,2,1619461.51,No,9166224303,Urban,,,,IND,POL-36893,UIN-285,Plan A,FAMILY_HEALTH_OPTIMA
POL-40691,,N,N,XP,S,I,,2023-01-29,2023-02-02,2024-02-01,,AG1160,SM1022,MEMBER-000384,,,,,1431715.83,44897.98,Y,44897.98,,,No,1,899782.92,No,9838627884,Urban,,,,IND,POL-40691,UIN-359,Plan C,IND_HEALTH
POL-32817,,N,N,IF,U,I,,2024-04-26,2024-04-28,2025-04-27,,AG1107,SM1009,MEMBER-011182,,,,,1593608.11,138424.28,Q,34606.07,,,No,1,1196115.09,No,9431624077,Rural,,,,SPP,POL-32817,UIN-728,Plan C,GROUP_HEALTH
POL-25327,,N,N,IF,S,I,,2024-03-31,2024-04-01,2025-03-31,,AG1093,SM1045,MEMBER-012663,MEMBER-011192,MEMBER-011506,,,1536580.84,119606.59,Y,119606.59,,,No,3,804725.87,No,9109338231,Urban,,,,IND,POL-25327,UIN-936,Plan B,TERM_LIFE
POL-43952,POL-44923,Y,N,IF,S,I,,2023-08-17,2023-08-20,2024-08-18,,AG1147,SM1000,MEMBER-013137,MEMBER-001755,,,,991628.44,46306.87,Y,46306.87,,,No,2,591424.87,No,9967232916,Rural,899218.76,2023-08-20,2023-08-19,IOC,POL-44923,UIN-987,Plan B,CRITICAL_ILLNESS
POL-36432,,N,N,IF,U,I,,2023-11-12,2023-11-15,2024-11-13,,AG1060,SM1034,MEMBER-001890,MEMBER-013463,,,,644202.94,11105.53,Y,11105.53,,,No,2,448749.55,No,9648996008,Rural,,,,IND,POL-36432,UIN-777,Plan A,GROUP_HEALTH
POL-10124,POL-21323,Y,N,IF,U,I,,2023-02-10,2023-02-11,2024-02-10,,AG1073,SM1043,MEMBER-002891,MEMBER-012848,MEMBER-008568,MEMBER-009192,,345802.89,24431.56,Y,24431.56,,,No,4,250403.44,No,9971362326,Rural,276502.12,2023-02-11,2023-02-10,IOC,POL-21323,UIN-503,Plan A,CRITICAL_ILLNESS
POL-26675,POL-28533,Y,N,IF,U,G,E,2024-05-17,2024-05-22,2025-05-21,,AG1098,SM1046,MEMBER-010433,MEMBER-001443,,,,5296457.7,523277.65,M,523277.65,,,No,2,3395981.23,No,9895194317,Rural,4986485.0,2024-05-22,2024-05-21,IND,POL-28533,UIN-398,Plan C,IND_HEALTH
POL-10352,,N,N,IF,S,I,,2023-06-25,2023-06-28,2024-06-26,,AG1135,SM1019,MEMBER-014848,,,,,167347.34,5527.27,H,2763.64,,,No,1,125388.95,No,9992196686,Urban,,,,IND,POL-10352,UIN-264,Plan A,CRITICAL_ILLNESS
POL-27089,,N,N,IF,S,I,,2024-02-19,2024-02-23,2025-02-21,,AG1122,SM1004,MEMBER-008074,MEMBER-002079,MEMBER-013094,,,1443209.86,133060.4,H,66530.2,,,No,3,1008976.96,No,9984344560,Rural,,,,SPP,POL-27089,UIN-470,Plan C,GROUP_HEALTH
POL-11485,,N,N,IF,S,I,,2023-04-21,2023-04-26,2024-04-24,,AG1121,SM1018,MEMBER-003041,MEMBER-009957,,,,189586.13,11495.27,Q,2873.82,,,No,2,127156.21,No,9963039446,Rural,,,,IND,POL-11485,UIN-878,Plan C,GROUP_HEALTH
POL-13537,POL-16990,N,Y,IF,S,I,,2023-02-07,2023-02-12,2024-02-11,,AG1111,SM1016,MEMBER-010237,MEMBER-001607,MEMBER-002433,,,1087742.81,66415.5,H,33207.75,2023-02-12,,No,3,849535.88,No,9643618465,Rural,825068.71,,2023-02-11,DIR,POL-16990,UIN-713,Plan C,FAMILY_HEALTH_OPTIMA
POL-36335,,N,N,CP,S,I,,2024-02-14,2024-02-18,2025-02-16,2024-09-08,AG1029,SM1042,MEMBER-004374,MEMBER-014999,MEMBER-012465,MEMBER-013454,,981079.95,30438.07,Y,30438.07,,,No,4,629043.21,No,9148768875,Rural,,,,DIR,POL-36335,UIN-824,Plan B,TERM_LIFE
POL-42995,,N,N,IF,S,I,,2024-03-21,2024-03-22,2025-03-21,,AG1117,SM1020,MEMBER-006022,MEMBER-011745,MEMBER-000598,MEMBER-005516,,1963269.13,63747.03,H,31873.51,,,No,4,1112700.59,No,9677719716,Rural,,,,IND,POL-42995,UIN-410,Plan C,FAMILY_HEALTH_OPTIMA
POL-32162,POL-24803,Y,N,CP,S,I,,2023-03-02,2023-03-07,2024-03-05,2023-04-24,AG1057,SM1033,MEMBER-008795,MEMBER-010059,MEMBER-010289,,,1213255.07,108663.59,Y,108663.59,,,No,3,898074.84,No,9474794340,Rural,890396.16,2023-03-07,2023-03-06,ORG,POL-24803,UIN-152,Plan A,TERM_LIFE
POL-38019,,N,N,IF,S,G,E,2023-10-19,2023-10-22,2024-10-20,,AG1182,SM1046,MEMBER-009034,,,,,1613139.64,155677.68,Q,116758.26,,,No,1,1168170.92,No,9504276649,Rural,,,,IOC,POL-38019,UIN-567,Plan C,CRITICAL_ILLNESS
POL-42934,POL-49977,Y,N,CP,S,I,,2023-02-18,2023-02-22,2024-02-21,2023-05-06,AG1156,SM1035,MEMBER-010761,MEMBER-004570,,,,318203.9,18939.86,H,18939.86,,,No,2,195480.49,No,9234532183,Urban,378368.82,2023-02-22,2023-02-21,IND,POL-49977,UIN-320,Plan B,TERM_LIFE
POL-32379,,N,N,IF,S,I,,2023-05-03,2023-05-05,2024-05-03,,AG1119,SM1044,MEMBER-013866,MEMBER-012975,MEMBER-008828,MEMBER-009284,,1613819.97,130032.39,M,32508.1,,,No,4,874869.75,No,9276689471,Rural,,,,IND,POL-32379,UIN-138,Plan C,TERM_LIFE
POL-14293,POL-32649,N,Y,IF,U,G,E,2024-02-19,2024-02-23,2025-02-21,,AG1078,SM1011,MEMBER-004271,MEMBER-014223,,,,4925930.73,406419.9,H,203209.95,2024-02-23,,No,2,2804642.74,No,9822590095,Rural,3651643.01,,2024-02-22,IOC,POL-32649,UIN-634,Plan A,FAMILY_HEALTH_OPTIMA
POL-23631,,N,N,IF,S,I,,2023-02-16,2023-02-20,2024-02-19,,AG1080,SM1014,MEMBER-007531,MEMBER-001997,MEMBER-010345,MEMBER-007036,MEMBER-012317,2044123.52,181342.24,H,90671.12,,,No,5,1258064.15,No,9186899136,Urban,,,,ORG,POL-23631,UIN-241,Plan B,GROUP_HEALTH
POL-31705,,N,N,IF,S,I,,2023-01-15,2023-01-15,2024-01-14,,AG1138,SM1034,MEMBER-008406,MEMBER-014486,MEMBER-014264,MEMBER-005431,MEMBER-003820,1214758.83,72585.48,H,36292.74,,2023-05-25,Yes,5,905773.46,No,9867074344,Urban,,,,ORG,POL-31705,UIN-488,Plan A,CRITICAL_ILLNESS
POL-32281,,N,N,IF,S,I,,2023-08-24,2023-08-27,2024-08-25,,AG1151,SM1003,MEMBER-005406,MEMBER-006816,,,,1100855.31,42672.13,Y,42672.13,,,No,2,816103.81,No,9212981420,Rural,,,,IND,POL-32281,UIN-281,Plan B,FAMILY_HEALTH_OPTIMA
POL-38733,,N,N,IF,U,I,,2023-03-18,2023-03-23,2024-03-21,,AG1015,SM1000,MEMBER-003645,MEMBER-012644,,,,734967.1,53499.77,H,26749.88,,,No,2,450506.35,No,9920751520,Urban,,,,ORG,POL-38733,UIN-163,Plan B,TERM_LIFE
POL-34762,,N,N,IF,U,G,E,2024-07-29,2024-08-02,2025-08-01,,AG1116,SM1038,MEMBER-011303,MEMBER-009180,MEMBER-004037,MEMBER-009102,,7703904.18,767655.84,H,767655.84,,,No,4,5052964.84,No,9697869474,Urban,,,,IND,POL-34762,UIN-557,Plan A,IND_HEALTH
POL-13588,,N,N,IF,S,I,,2024-02-17,2024-02-21,2025-02-19,,AG1111,SM1047,MEMBER-003548,MEMBER-002277,MEMBER-010842,,,2268454.91,185800.33,Q,46450.08,,,No,3,1278572.18,No,9481323847,Rural,,,,IND,POL-13588,UIN-586,Plan B,PERSONAL_ACCIDENT
POL-36006,,N,N,IF,S,G,E,2024-06-09,2024-06-12,2025-06-11,,AG1092,SM1021,MEMBER-011716,MEMBER-009808,MEMBER-009252,,,1058782.17,89015.86,Q,44507.93,,,No,3,772665.28,No,9045906153,Urban,,,,IND,POL-36006,UIN-284,Plan B,TERM_LIFE
POL-27570,,N,N,IF,S,I,,2024-03-09,2024-03-09,2025-03-08,,AG1152,SM1007,MEMBER-012844,MEMBER-007833,MEMBER-003804,,,1590661.49,104304.07,Y,104304.07,,,No,3,1068113.09,No,9318790517,Rural,,,,IND,POL-27570,UIN-310,Plan B,IND_HEALTH
POL-35528,,N,N,XP,S,I,,2023-04-09,2023-04-14,2024-04-12,,AG1075,SM1047,MEMBER-009063,,,,,227705.79,17313.13,Q,8656.57,,,No,1,127756.93,No,9824313389,Urban,,,,IND,POL-35528,UIN-246,Plan C,CRITICAL_ILLNESS
POL-37384,,N,N,IF,S,I,,2024-08-07,2024-08-07,2025-08-06,,AG1118,SM1039,MEMBER-005556,MEMBER-013331,MEMBER-005607,,,174704.65,9911.65,Q,9911.65,,2024-08-22,Yes,3,94982.12,No,9382347637,Rural,,,,IND,POL-37384,UIN-287,Plan A,CRITICAL_ILLNESS
POL-12281,POL-33023,Y,N,IF,S,I,,2024-05-31,2024-06-01,2025-05-31,,AG1094,SM1018,MEMBER-001373,,,,,1038827.65,76817.56,Q,19204.39,,,No,1,663699.73,No,9136529385,Urban,943309.92,2024-06-01,2024-05-31,ORG,POL-33023,UIN-501,Plan C,FAMILY_HEALTH_OPTIMA
POL-41747,,N,N,IF,S,I,,2023-12-15,2023-12-15,2024-12-13,,AG1076,SM1037,MEMBER-007859,MEMBER-009797,MEMBER-010077,MEMBER-001020,MEMBER-011039,1505503.11,105111.77,Y,105111.77,,,No,5,946992.9,No,9682288328,Urban,,,,IND,POL-41747,UIN-375,Plan B,FAMILY_HEALTH_OPTIMA
POL-27566,,N,N,IF,S,I,,2023-09-07,2023-09-09,2024-09-07,,AG1028,SM1040,MEMBER-010908,MEMBER-008637,,,,609725.22,41848.12,Q,31386.09,,,No,2,326918.28,No,9401919480,Rural,,,,IND,POL-27566,UIN-129,Plan B,GROUP_HEALTH
POL-25213,,N,N,IF,U,I,,2023-11-28,2023-12-02,2024-11-30,,AG1002,SM1006,MEMBER-001491,MEMBER-005447,,,,1599127.41,82215.49,M,13702.58,,,No,2,1011742.43,No,9543178030,Urban,,,,IND,POL-25213,UIN-186,Plan A,GROUP_HEALTH
POL-40449,POL-23347,N,Y,IF,U,I,,2024-07-21,2024-07-21,2025-07-20,,AG1188,SM1046,MEMBER-000600,MEMBER-009261,MEMBER-004771,MEMBER-008811,,1185454.15,53208.2,Y,53208.2,2024-07-21,,No,4,842194.7,No,9962071494,Urban,1158320.74,,2024-07-20,IND,POL-23347,UIN-124,Plan B,GROUP_HEALTH
POL-38667,,N,N,IF,U,I,,2023-11-11,2023-11-11,2024-11-09,,AG1127,SM1044,MEMBER-005861,MEMBER-006964,MEMBER-006955,MEMBER-003989,,1621468.62,55399.62,Y,55399.62,,,No,4,1041513.98,No,9954430749,Rural,,,,IND,POL-38667,UIN-447,Plan C,PERSONAL_ACCIDENT
POL-10816,,N,N,IF,S,G,N,2023-06-04,2023-06-09,2024-06-07,,AG1153,SM1033,MEMBER-004076,MEMBER-011707,MEMBER-007886,,,7350324.85,529924.61,Y,529924.61,,,No,3,5555961.18,No,9918404967,Urban,,,,ORG,POL-10816,UIN-860,Plan A,IND_HEALTH
POL-37035,,N,N,IF,S,I,,2024-02-05,2024-02-09,2025-02-07,,AG1031,SM1045,MEMBER-006662,MEMBER-010766,MEMBER-010061,,,1632825.84,96317.17,Y,96317.17,,,No,3,965389.55,No,9530901480,Rural,,,,IND,POL-37035,UIN-630,Plan C,TERM_LIFE
POL-23314,,N,N,TM,S,I,,2023-12-15,2023-12-17,2024-12-15,2024-06-23,AG1024,SM1015,MEMBER-012711,MEMBER-012165,MEMBER-009379,MEMBER-002163,,342806.07,20898.2,Y,20898.2,,,No,4,217069.69,No,9657234555,Urban,,,,IOC,POL-23314,UIN-455,Plan A,PERSONAL_ACCIDENT
POL-30172,,N,N,IF,S,I,,2024-04-19,2024-04-24,2025-04-23,,AG1092,SM1016,MEMBER-008124,MEMBER-008725,,,,137728.64,2285.93,Q,1714.45,,,No,2,94144.38,No,9212050548,Rural,,,,IND,POL-30172,UIN-311,Plan A,CRITICAL_ILLNESS
POL-40354,,N,N,IF,S,I,,2024-03-30,2024-03-30,2025-03-29,,AG1112,SM1037,MEMBER-000556,,,,,1719119.16,149814.21,Y,149814.21,,,No,1,1085800.9,No,9623362043,Urban,,,,IND,POL-40354,UIN-858,Plan A,GROUP_HEALTH
POL-10740,,N,N,IF,U,I,,2024-04-17,2024-04-19,2025-04-18,,AG1032,SM1033,MEMBER-014325,MEMBER-011146,,,,1037635.98,36121.01,Q,36121.01,,,No,2,616903.97,No,9792225292,Rural,,,,ORG,POL-10740,UIN-733,Plan A,PERSONAL_ACCIDENT
