mem_id,mem_tpa_member_id,mem_type,mem_first_name,mem_middle_name,mem_last_name,mem_full_name,mem_dob,mem_dod,mem_gender,mem_marital_status,mem_nationality,mem_citizenship_status,mem_occupation,mem_educational_qualification,mem_permanent_address_line1,mem_permanent_address_line2,mem_permanent_address_line3,mem_permanent_landmark,mem_permanent_city,mem_permanent_district,mem_permanent_state,mem_permanent_country,mem_permanent_pin_code,mem_communication_address_line1,mem_communication_address_line2,mem_communication_address_line3,mem_communication_landmark,mem_communication_city,mem_communication_district,mem_communication_state,mem_communication_country,mem_communication_pin_code,mem_telephone_type_1,mem_telephone_number_1,mem_telephone_type_2,mem_telephone_number_2,mem_email_1,mem_email_2,mem_acc_no,mem_late_enrollment_flag,mem_ped_non_discl_rem_flag,mem_chronic_disease_ind
MEMBER-000059,TPA-372869,I,Madhav,,Raval,Amani Swaminathan,1968-03-08,,M,M,Indian,R,GOVT_EMP,03,57/619 Basak Marg,Borah Road,Latur,Opposite Kumar LLC,Serampore,Thanjavur,Andhra Pradesh,India,441712,57/619 Basak Marg,Borah Road,Latur,Opposite Kumar LLC,Serampore,Thanjavur,Gujarat,India,223670,H,4922648769,,6768650827,loyalbiju@example.com,zain53@example.com,752674432490,No,0,1
MEMBER-000060,TPA-589071,I,Nitya,Hansh,Thaman,Vanya Ganguly,2003-04-07,,F,M,Indian,R,PROF,07,88/70- Khurana Chowk,Saxena Marg,Amaravati,"Opposite Tank, Saha and Johal",Davanagere,Bokaro,Kerala,India,946673,88/70- Khurana Chowk,Saxena Marg,Amaravati,"Opposite Tank, Saha and Johal",Davanagere,Amaravati,Kerala,India,429648,H,5299823084,,01845407877,kchoudhry@example.net,,958865495383,No,0,0
MEMBER-000061,TPA-130307,I,Aradhya,Yuvraj ,Mahajan,Misha Kala,1948-05-29,,F,S,Indian,R,GOVT_EMP,99,50 Chaudhari,Bajaj Road,Yamunanagar,,Hindupur,Tiruppur,Madhya Pradesh,India,109492,145- Kashyap Path,Bajaj Road,Yamunanagar,,Hindupur,Tiruppur,Madhya Pradesh,India,109492,M,06288992936,,03264371322,ela36@example.net,,976622825945,No,0,0
MEMBER-000062,TPA-997022,B,Tara,,Subramaniam,Myra Dugar,1956-12-19,,F,M,Indian,R,ENGINEER,06,H.No. 784- Jha,Anne Marg,Nagercoil,Near Jhaveri Path,Ludhiana,Loni,Maharashtra,India,470089,H.No. 784- Jha,Anne Marg,Nagercoil,Opposite Jaggi- Ramachandran and Khurana,Chandrapur,Loni,Madhya Pradesh,India,774086,M,3068841896,M,3524150064,seher48@example.org,,596193054917,No,0,0
MEMBER-000063,TPA-698338,I,Jayant,Himmat,,Amira Iyer,1961-12-03,,F,S,Indian,R,RETIRED,04,H.No. 356- Seth Marg,Kamdar Nagar,Pondicherry,,Hazaribagh,Udaipur,Uttarakhand,India,387511,H.No. 356- Seth Marg,Kamdar Nagar,Pondicherry,,Hazaribagh,Udaipur,Uttarakhand,India,387511,M,7573900905,O,08143903407,adate@example.org,,148261897970,No,0,0
MEMBER-000064,TPA-872656,I,Aarna,Tara,Devan,Rhea Viswanathan,1947-09-07,,F,M,Indian,R,STUDENT,99,270 Sridhar Zila,Deo Street,Aizawl,,Siwan,Serampore,Assam,India,389103,270 Sridhar Zila,Deo Street,Aizawl,,Visakhapatnam,Serampore,Assam,India,164402,M,03099504892,,+917870395033,vihaan96@example.net,sidhuhansh@example.net,399338309636,No,0,0
MEMBER-000065,TPA-182503,I,Mannat,Lagan,Lanka,Pari Goswami,1973-05-23,,M,S,Indian,R,BUSINESS,06,H.No. 91 Dewan Street,Ganguly Road,Sonipat,Behind School,Pune,Korba,Kerala,India,364896,H.No. 91 Dewan Street,Ganguly Road,Bhilai,Behind School,Pune,Berhampore,Kerala,India,288734,M,+913031168585,H,+918507070044,mohanlal05@example.com,,,Yes,0,1
MEMBER-000066,TPA-173546,I,Riaan,Vaibhav,Kumer,Tushar Master,1947-01-11,,M,M,Indian,R,FARMER,04,428- Issac Ganj,Buch Chowk,Madhyamgram,Near Atwal Road,Bilaspur,Chandigarh,Himachal Pradesh,India,671869,H.No. 64 Basak Chowk,Buch Chowk,Madhyamgram,Near Atwal Road,Bilaspur,Machilipatnam,Himachal Pradesh,India,379335,M,+919640115036,,,taran32@example.com,,764839355439,No,0,0
MEMBER-000067,TPA-162841,I,,Shayak,Karan,Akarsh Dhingra,1948-08-26,,F,M,Indian,R,DOCTOR,08,70/174- Dua Road,Kala Marg,Thanjavur,Near Agrawal Circle,Bahraich,Serampore,Kerala,India,923517,70/174- Dua Road,Kala Marg,Thanjavur,Near Agrawal Circle,Bahraich,Tumkur,Kerala,India,923517,H,06872818752,M,,dayalmisha@example.net,,438406759272,No,0,0
MEMBER-000068,TPA-871345,I,Vanya,Piya,Suri,Miraya Badal,1996-11-13,,M,D,Indian,R,BUSINESS,06,63/48 D’Alia Ganj,Brahmbhatt Chowk,Bhimavaram,Behind School,Panipat,Kalyan-Dombivli,Himachal Pradesh,India,053808,63/48 D’Alia Ganj,Ravi Marg,Bhimavaram,Behind School,Panipat,Kalyan-Dombivli,Tripura,India,053808,M,08656660655,,,anahidhillon@example.com,odua@example.com,896446712427,No,0,0
MEMBER-000069,TPA-357440,I,Dhruv,Biju,Keer,Inaaya  Thakur,1964-08-23,,M,M,Indian,R,RETIRED,03,77/072- Chauhan Ganj,Chandran,Ulhasnagar,Behind School,Adoni,Mysore,Sikkim,India,911452,77/072- Chauhan Ganj,Chandran,Ulhasnagar,Behind School,Adoni,Mysore,Sikkim,India,911452,O,04354504925,,08955543723,anay84@example.com,ddatta@example.com,882985022872,No,0,1
MEMBER-000070,TPA-954518,I,Dharmajan,Trisha,Ben,Aniruddh Luthra,1996-02-12,2017-06-03,M,S,Indian,R,MANAGER,04,81 Sule Zila,Mall Chowk,Durgapur,Behind Mall,Sri Ganganagar,Chandrapur,Telangana,India,715138,81 Sule Zila,Mall Chowk,South Dumdum,Behind Mall,Kolkata,Chandrapur,Telangana,India,715138,H,1645431647,,4644540588,drishyamand@example.com,,085447871764,No,0,0
MEMBER-000071,TPA-422610,I,Adah,Dhanuk,Kulkarni,Aarav Gokhale,1953-07-23,,M,M,Indian,R,MANAGER,03,H.No. 819- Varty Ganj,Kar Street,Unnao,Opposite Chauhan-Chandra,Kumbakonam,Gurgaon,Goa,India,804521,269 Rajagopal Circle,Kar Street,Unnao,Opposite Chauhan-Chandra,Kumbakonam,Gurgaon,Assam,India,804521,H,+910240737504,,08142874579,chandhimmat@example.org,,762190437539,No,0,0
MEMBER-000072,TPA-713327,I,Anya,,,Neelofar Bansal,1991-07-28,,M,M,Indian,R,BUSINESS,01,H.No. 867 Sandal Chowk,Dubey Chowk,Bhiwani,Near Dasgupta Circle,Gaya,Gudivada,Gujarat,India,466663,H.No. 867 Sandal Chowk,Dubey Chowk,Bhiwani,Near Dasgupta Circle,Gaya,Gudivada,Gujarat,India,645844,H,5365042512,,,lavanya58@example.com,shahvanya@example.com,064813415939,No,0,0
MEMBER-000073,TPA-890064,B,Ishita,Hansh,Dhaliwal,Kabir Wali,1958-10-03,,F,M,Indian,R,ENGINEER,06,550- Comar Path,Sidhu Road,Sirsa,Behind School,Bihar Sharif,Danapur,Gujarat,India,900619,550- Comar Path,Sidhu Road,Ambala,Behind School,Bihar Sharif,Dehri,Gujarat,India,029105,H,+915165662262,,5726250153,mangatshlok@example.net,,277851436719,No,0,0
MEMBER-000074,TPA-798010,I,Navya,Umang,Sarkar,Aarav Randhawa,1961-05-13,,M,M,Indian,R,RETIRED,04,068- Jayaraman Chowk,Tella Road,Ghaziabad,Opposite Sangha-Bora,Howrah,Bongaigaon,Andhra Pradesh,India,513873,068- Jayaraman Chowk,Sethi Path,Ghaziabad,Opposite Sangha-Bora,Howrah,Bongaigaon,Andhra Pradesh,India,513873,H,07371074096,,+914121447096,shettyaaina@example.com,,150096435366,No,0,0
MEMBER-000075,TPA-479241,I,Shalv,Tanya,Khatri,Anaya Samra,1988-06-09,,F,W,Indian,R,STUDENT,07,H.No. 289- Shah Road,Ramanathan Marg,Amaravati,Near De Circle,Bathinda,Rohtak,Madhya Pradesh,India,307930,H.No. 289- Shah Road,Guha Ganj,Amaravati,Near De Circle,Bathinda,Ambala,Manipur,India,307930,M,7422648121,,,trishasrinivas@example.net,nitarachandra@example.org,442239314134,No,0,0
MEMBER-000076,TPA-964521,I,Mahika,,Solanki,Neelofar Loke,1995-04-04,,M,M,Indian,F,GOVT_EMP,07,70 Khosla Road,Brahmbhatt Circle,Kolhapur,Behind School,Rohtak,Siwan,Jharkhand,India,502515,70 Khosla Road,Brahmbhatt Circle,Kolhapur,Behind School,Rohtak,Siwan,Jharkhand,India,502515,H,+916569865282,M,+917436620489,ritvikkrishnamurthy@example.net,,695153180662,No,0,0
MEMBER-000077,TPA-541885,I,Hrishita,Shalv,Talwar,Neelofar Sama,1995-11-15,,M,M,Indian,R,DOCTOR,06,13/777- Raval Circle,Kunda Chowk,Sambalpur,Opposite Anand Ltd,Vijayawada,Pallavaram,Uttarakhand,India,463761,13/777- Raval Circle,Kunda Chowk,Sambalpur,Opposite Anand Ltd,Vijayawada,Bhopal,Uttarakhand,India,463761,H,5369551756,,+914757373093,mchacko@example.com,maneojas@example.net,841664922413,No,0,0
MEMBER-000078,TPA-181575,I,Priyansh,Darshit,Seshadri,Ivan Bobal,1949-01-10,,F,M,Indian,R,FARMER,05,03/34 Bandi Path,Kohli Nagar,Singrauli,Behind Mall,Haridwar,Vasai-Virar,Rajasthan,India,625753,H.No. 693- Bir Road,Kohli Nagar,Singrauli,Behind Mall,Mathura,Vasai-Virar,Rajasthan,India,625753,H,+917324662101,H,,gourivan@example.net,,302150507227,No,0,1
MEMBER-000079,TPA-182485,I,Himmat,Bhamini,Agrawal,Faiyaz Shetty,1955-08-31,,F,S,Indian,R,BUSINESS,05,916- Sunder Circle,Rama Path,Bhimavaram,Near Golla Nagar,Latur,Morbi,Kerala,India,398548,916- Sunder Circle,Chada Marg,Bhimavaram,Near Golla Nagar,Berhampore,Morena,Kerala,India,398548,O,+915107948295,M,,abram42@example.org,ydeshmukh@example.com,938991126789,Yes,0,0
MEMBER-000080,TPA-729152,I,Devansh,Eshani,Hayre,Yakshit Baral,1960-02-16,2021-08-18,F,M,Indian,R,STUDENT,06,H.No. 155 Aurora Path,Borra Zila,Vijayawada,Behind School,Bijapur,Tadepalligudem,Karnataka,India,483595,33- Khare Path,Borra Zila,Vijayawada,Behind School,Bijapur,Tadepalligudem,Sikkim,India,483595,M,+916687075986,M,,gokul40@example.com,,305009921676,No,0,1
MEMBER-000081,TPA-822924,I,Dhanuk,,,Azad Jayaraman,1985-03-22,,M,M,Indian,R,ENGINEER,09,04/807 Kumar Marg,Jha Path,Srikakulam,Near Kari Nagar,Saharsa,Vellore,Himachal Pradesh,India,988191,04/807 Kumar Marg,Jha Path,Srikakulam,Near Kari Nagar,Mahbubnagar,Vellore,Himachal Pradesh,India,988191,M,1728301566,M,02907341340,kismat64@example.com,,915025341676,No,0,0
MEMBER-000082,TPA-902562,I,Krish,Purab,Dutta,Dishani Rao,1963-10-19,2022-03-04,M,M,Indian,R,MANAGER,06,H.No. 282 Walia Path,Bera Road,Bhilwara,Behind Mall,Bhopal,Nanded,Tripura,India,220415,H.No. 282 Walia Path,Bera Road,Bhilwara,Opposite Rajagopal-Dhaliwal,Bhopal,Nanded,Tripura,India,220415,H,+915512301025,M,,mehulmann@example.net,samiadira@example.org,692171555802,No,0,0
MEMBER-000083,TPA-726895,I,Hrishita,,Sawhney,Nirvi Dhaliwal,1981-02-04,,M,S,Indian,R,ENGINEER,04,370 Lal Street,Sawhney Ganj,Danapur,Opposite Gara-Bedi,Narasaraopet,Giridih,Kerala,India,811222,60- Biswas Street,Sawhney Ganj,Panchkula,Opposite Gara-Bedi,Howrah,Giridih,Kerala,India,148598,O,02026501172,M,01335828766,vritikadalia@example.net,eshani26@example.net,262691629244,No,0,0
MEMBER-000084,TPA-626242,I,Reyansh,Urvi,Hans,Sara Gara,1969-12-03,,F,M,Indian,R,PROF,05,05 Sarraf Chowk,Kamdar Zila,Darbhanga,"Opposite Date, Sem and Magar",Surendranagar Dudhrej,Gandhidham,Uttar Pradesh,India,910107,05 Sarraf Chowk,Kamdar Zila,Darbhanga,"Opposite Date, Sem and Magar",Surendranagar Dudhrej,Coimbatore,Uttar Pradesh,India,910107,O,0459728581,,,raylakshit@example.com,,811531740165,No,0,0
MEMBER-000085,TPA-695273,I,Rasha,Jayesh,Datta,Adah Karpe,2000-09-01,,F,W,Indian,R,TEACHER,04,83/41- Gokhale Path,Lad,Rewa,Near Biswas Nagar,Nellore,Gopalpur,Goa,India,533334,83/41- Gokhale Path,Lad,Rewa,Near Kumar Chowk,Nellore,Gopalpur,Goa,India,533334,M,5128247990,H,00103429807,irawarrior@example.net,,972751659383,No,0,0
MEMBER-000086,TPA-720305,I,Ira,,Toor,Yashvi Gade,1992-03-13,,M,O,Indian,R,FARMER,03,H.No. 77- Shanker Chowk,Yohannan Zila,Cuttack,,Ujjain,Begusarai,Punjab,India,103251,H.No. 77- Shanker Chowk,Yohannan Zila,Cuttack,,Ujjain,Amroha,Maharashtra,India,103251,M,0118355407,,06542200863,rajanojas@example.org,ssridhar@example.org,868832764733,No,0,0
MEMBER-000087,TPA-871330,I,Lagan,,Choudhary,Jayesh Lala,1992-05-28,,M,S,Indian,R,ENGINEER,04,398 Dyal Chowk,Dutta,Anantapur,Opposite Shukla Group,Anantapuram,Saharanpur,Madhya Pradesh,India,548994,398 Dyal Chowk,Rajagopal Zila,Anantapur,Opposite Shukla Group,Anantapuram,Saharanpur,Madhya Pradesh,India,548994,H,3418878137,,,qchoudhary@example.net,jhaveridamini@example.com,229821666510,No,0,0
MEMBER-000088,TPA-518489,I,Gokul,Charvi,Kala,Adira Butala,2005-06-09,,M,D,Indian,R,TEACHER,08,242- Manda Ganj,Mallick Circle,Arrah,,Raebareli,Nangloi Jat,Kerala,India,048665,242- Manda Ganj,Mallick Circle,Bangalore,,Raebareli,Moradabad,Kerala,India,048665,H,04632013104,H,,kanav21@example.com,dhanush27@example.net,249084235618,No,0,1
MEMBER-000089,TPA-974038,I,Ayesha,Sahil,Desai,Shamik Grewal,1966-03-27,,M,M,Indian,R,PROF,02,759- Bal Street,Tella Chowk,Rourkela,Opposite Gera-Guha,Rajahmundry,Hyderabad,Gujarat,India,369852,759- Bal Street,Bhardwaj Marg,Rourkela,Near Hayre Chowk,Rajahmundry,Hyderabad,Gujarat,India,369852,M,9789470078,,0254134155,hridaanchowdhury@example.net,,415298398331,No,0,0
MEMBER-000090,TPA-429628,I,Chirag,Renee,Dhar,Urvi Kulkarni,2002-11-01,,F,M,Indian,R,GOVT_EMP,06,462- Sani Circle,Hora Circle,Nagaon,,Ahmednagar,Bhalswa Jahangir Pur,Punjab,India,653173,H.No. 770- Shah Path,Hora Circle,Nagaon,,Ahmednagar,Ahmedabad,West Bengal,India,653173,H,4049871550,,09287180037,onkar05@example.com,zainarao@example.org,560379867926,No,0,0
MEMBER-000091,TPA-184252,I,Yasmin,,,Arnav Mall,1967-01-08,2023-03-13,F,M,Indian,F,GOVT_EMP,03,01/928- Kota Road,Vora Path,Silchar,"Opposite Bose, Agrawal and Sagar",Srikakulam,Thanjavur,Gujarat,India,058360,01/928- Kota Road,Vora Path,Silchar,"Opposite Bose, Agrawal and Sagar",Srikakulam,Thanjavur,Gujarat,India,058360,H,01310611396,,+919170918468,aarnadoctor@example.com,,495450376290,No,0,0
MEMBER-000092,TPA-190978,B,Nitara,Jivin,Sangha,Elakshi Thakur,1989-04-03,2017-06-25,F,M,Indian,R,BUSINESS,06,15/157 Balan Nagar,Swaminathan Road,Indore,Behind School,Howrah,Tadipatri,Goa,India,476431,15/157 Balan Nagar,Swaminathan Road,Indore,Behind School,Howrah,Mehsana,Goa,India,476431,H,+910546435382,M,09776937390,kabirsengupta@example.net,elakshighose@example.org,306524246012,No,0,0
MEMBER-000093,TPA-674219,I,,Yakshit,Malhotra,Elakshi Gade,2001-02-05,,M,S,Indian,R,GOVT_EMP,05,69/59- Soni Ganj,Kar,Bhavnagar,Behind Park,Amritsar,Tiruchirappalli,Arunachal Pradesh,India,045715,69/59- Soni Ganj,Kar,Bhavnagar,Behind Park,Amritsar,Tiruchirappalli,Arunachal Pradesh,India,045715,M,6091734080,,0690853950,ranbir96@example.com,mahajannayantara@example.net,214134148799,No,0,0
MEMBER-000094,TPA-206747,I,,Keya,Kothari,Mehul Chand,1951-10-13,,F,W,Indian,R,FARMER,03,37- Raval Ganj,Bhakta Path,Guna,,Shivpuri,Motihari,Odisha,India,632820,37- Raval Ganj,Bhakta Path,Guna,,Shivpuri,Motihari,Maharashtra,India,632820,H,09882832548,,05328716888,aaryahi51@example.net,,264544385941,No,0,0
MEMBER-000095,TPA-816017,I,Gatik,,Krishna,Stuvan Loke,1963-10-17,,M,M,Indian,R,STUDENT,05,193- Mander Road,Bhardwaj,Bhilwara,"Opposite Sha, De and Bawa",Udaipur,Muzaffarpur,Manipur,India,637031,41/623- Chander Chowk,Bhardwaj,Bhilwara,,Udaipur,Muzaffarpur,Uttarakhand,India,637031,H,0170930735,O,,kabir55@example.net,,908718233043,No,0,0
MEMBER-000096,TPA-433742,B,Riya,,,Abram Barad,2001-10-31,,F,M,Indian,R,ENGINEER,09,123- Wali Path,Karan Marg,Dharmavaram,Near Bala Path,Hindupur,Suryapet,Odisha,India,063405,123- Wali Path,Karan Marg,Dharmavaram,Opposite Bansal Group,Satna,Raichur,Odisha,India,063405,M,3116406114,H,09944783906,shaabram@example.com,,791099453496,No,0,0
MEMBER-000097,TPA-626786,I,Madhav,Hansh,Sen,Tushar Sandhu,1964-09-25,,M,M,Indian,R,DOCTOR,01,904 Mangat Marg,Subramaniam Zila,Vasai-Virar,Near Chawla Zila,Deoghar,Jaunpur,Uttar Pradesh,India,479823,904 Mangat Marg,Subramaniam Zila,Vasai-Virar,Near Chawla Zila,Deoghar,Jaunpur,Uttar Pradesh,India,592381,M,4014031015,M,,wmanda@example.com,,865051167593,Yes,0,0
MEMBER-000098,TPA-325482,I,Saira,Yuvaan,Rajan,Gokul Kara,1978-08-06,,M,O,Indian,R,FARMER,04,75/22 Date Marg,Mane,Deoghar,"Opposite Mall, Rout and Dhar",Kollam,Gurgaon,Manipur,India,947371,75/22 Date Marg,Mane,Deoghar,"Opposite Mall, Rout and Dhar",Hosur,Gurgaon,Tamil Nadu,India,947371,M,04609739253,,+910432412993,lagankannan@example.net,,941753424242,No,0,0
MEMBER-000099,TPA-885253,I,Darshit,Anika,Ahuja,Kanav Upadhyay,1965-10-20,,M,S,Indian,R,FARMER,03,H.No. 763- Kapadia Chowk,Borah,Nashik,Opposite Sengupta-Dani,Munger,Motihari,Chhattisgarh,India,722755,H.No. 763- Kapadia Chowk,Borah,Nashik,Opposite Sengupta-Dani,Satna,Motihari,Chhattisgarh,India,722755,M,+915334156530,M,02790350007,asom@example.com,,930215875717,No,0,0
MEMBER-000100,TPA-569575,I,Mamooty,Taran,Buch,Tiya Loke,1972-01-10,,M,M,Indian,R,STUDENT,08,44 Tella Marg,Vyas Path,Bhusawal,Near Ranganathan Path,Fatehpur,Jehanabad,Haryana,India,518016,H.No. 212- Deshmukh Street,Vyas Path,Bhusawal,Near Ranganathan Path,Fatehpur,Faridabad,Haryana,India,889734,M,+910655368076,O,01709702765,ritvikchar@example.org,,338816783099,No,0,0
MEMBER-000101,TPA-925811,I,Jayan,,Goda,Aradhya Chaudry,1991-03-26,,F,M,Indian,R,MANAGER,07,H.No. 53- Sarin Zila,Jhaveri Chowk,Jalgaon,Near Varghese Chowk,Bidhannagar,Delhi,Goa,India,523191,H.No. 53- Sarin Zila,Mani Circle,Jalgaon,Near Varghese Chowk,Bidhannagar,Delhi,Goa,India,523191,H,01177732247,M,02032066672,mehulsarkar@example.net,,796372113716,No,0,0
MEMBER-000102,TPA-390121,I,Indranil,,,Manikya Dhingra,1961-06-12,,M,M,Indian,R,FARMER,06,H.No. 587 Raval Ganj,Sinha Zila,Nangloi Jat,Near Dayal Street,Panihati,South Dumdum,Assam,India,412111,H.No. 587 Raval Ganj,Sinha Zila,Nangloi Jat,Near Dayal Street,Coimbatore,Tiruvottiyur,Assam,India,412111,H,+915332227397,O,,rajagopalmanikya@example.org,ojaschanda@example.net,211315296508,No,0,0
MEMBER-000103,TPA-521310,I,Rohan,Riaan,,Mahika Borra,1988-04-09,,F,M,Indian,R,MANAGER,01,842 Thakkar Circle,Sridhar Nagar,Anantapuram,Behind Mall,Baranagar,Mehsana,Karnataka,India,048367,177 Chander Street,Sridhar Nagar,Anantapuram,,Baranagar,Mehsana,Karnataka,India,048367,O,+914444951691,O,,shray92@example.com,,020610866842,No,0,0
MEMBER-000104,TPA-547097,I,Aradhya,,,Vardaniya Lalla,1968-03-21,,F,M,Indian,R,STUDENT,07,812 Vig Zila,Kara,Rajkot,Opposite De-Dubey,Ahmednagar,Gwalior,Bihar,India,843160,812 Vig Zila,Kara,Rajkot,Opposite De-Dubey,Dhule,Gwalior,Bihar,India,843160,O,+915516234239,,,renee03@example.org,,164775722361,No,0,0
MEMBER-000105,TPA-180216,I,Parinaaz,Armaan,Dugar,Samarth Sampath,1953-06-07,,M,M,Indian,R,PROF,04,H.No. 84- Varughese Zila,Ram,Arrah,,Bidar,Jalna,Arunachal Pradesh,India,050317,H.No. 84- Varughese Zila,Ram,Karnal,,Bidar,Jalna,Arunachal Pradesh,India,050317,M,+911964426992,,,seshadrividur@example.net,neysa02@example.org,385007040630,No,0,0
MEMBER-000106,TPA-427112,I,Jayesh,,Johal,Ayesha Mani,1973-09-10,,F,M,Indian,R,RETIRED,04,32/481- Balakrishnan,Apte Road,Alappuzha,"Opposite Toor, Ramesh and Krish",Thiruvananthapuram,Meerut,Nagaland,India,328729,32/481- Balakrishnan,Madan Nagar,Alappuzha,"Opposite Toor, Ramesh and Krish",Thiruvananthapuram,Bikaner,Nagaland,India,328729,O,+910699914970,M,7934262032,anikaramanathan@example.org,,377818046160,No,0,0
MEMBER-000107,TPA-865634,I,Himmat,Shanaya,Madan,Oorja Yogi,1963-03-18,,F,D,Indian,R,ENGINEER,08,H.No. 84- Loke Ganj,Dugar,Srinagar,,Kozhikode,Korba,Andhra Pradesh,India,282287,H.No. 84- Loke Ganj,Dugar,Srinagar,,Kozhikode,Korba,Andhra Pradesh,India,282287,M,+919701809053,,,halderehsaan@example.com,kallasamar@example.org,958125401474,Yes,0,0
MEMBER-000108,TPA-421296,I,Aarush,,Raval,Manjari Kala,1975-04-11,,M,M,Indian,R,BUSINESS,04,H.No. 951 Chacko Marg,Raju Path,Satara,,Solapur,Machilipatnam,Tripura,India,509563,H.No. 951 Chacko Marg,Raju Path,Satara,,Solapur,Machilipatnam,Tripura,India,509563,M,+914321421588,M,+912247035226,zachariahanahi@example.net,sbala@example.org,074492067248,No,0,0
MEMBER-000109,TPA-593233,I,Dhanuk,Vidur,Raju,Ritvik Sibal,1973-06-01,,F,M,Indian,R,TEACHER,06,33/14 Dugar Ganj,Mammen Path,Adoni,Opposite Som-Jain,Alappuzha,Kavali,Odisha,India,505679,33/14 Dugar Ganj,Mammen Path,Adoni,Opposite Som-Jain,Alappuzha,Kavali,Odisha,India,505679,H,+912314203524,,+910189944719,annegokul@example.org,,822479064575,No,0,1
MEMBER-000110,TPA-570472,I,Ishaan,Riaan,Kata,Ojas Bedi,1971-10-03,,M,M,Indian,R,BUSINESS,04,H.No. 786 Ranganathan,Dhar Street,Korba,Near Chaudhry Chowk,Udaipur,Rajpur Sonarpur,Chhattisgarh,India,797417,89/832 Sanghvi Circle,Dhar Street,Tinsukia,Near Bains Street,Udaipur,Rajpur Sonarpur,Tripura,India,797417,M,+915548679034,,,ishaanchoudhary@example.com,,141339971216,No,0,0
MEMBER-000111,TPA-545697,I,Diya,Prisha,Chand,Eshani Johal,1987-11-09,,F,S,Indian,R,STUDENT,04,H.No. 80 Venkataraman,Bhattacharyya Nagar,Panihati,,Nashik,Bidar,Assam,India,487146,H.No. 80 Venkataraman,Bhattacharyya Nagar,Panihati,Opposite Malhotra-Srinivas,Nashik,Bidar,Karnataka,India,487146,M,7950535818,M,01664815668,xgupta@example.net,,947663365004,No,0,0
MEMBER-000112,TPA-197527,I,Aarna,Jayan,Mall,Biju Hayre,1966-11-08,,O,S,Indian,R,STUDENT,01,848 Jayaraman Circle,Boase Ganj,Hubli–Dharwad,,Alappuzha,Kolkata,Tripura,India,687802,848 Jayaraman Circle,Boase Ganj,Hubli–Dharwad,Near Hans Zila,Alappuzha,Kolkata,Uttarakhand,India,687802,M,2540708140,H,+919033352408,bansalamira@example.org,beraritvik@example.org,215530024283,No,0,0
MEMBER-000113,TPA-635535,I,Tarini,Dishani,Sachdev,Ahana  Handa,1972-03-15,,M,M,Indian,R,ENGINEER,06,34- Soman Road,Sharaf Nagar,Nagercoil,,Loni,Kollam,Himachal Pradesh,India,292340,34- Soman Road,Bir Zila,Nagercoil,,Loni,Kollam,Andhra Pradesh,India,292340,M,+914852083488,M,+910005833028,arnav02@example.net,,548676462344,No,0,0
MEMBER-000114,TPA-774062,I,Eshani,,Loyal,Nirvi Sami,1986-06-24,,M,S,Indian,R,FARMER,06,37- Varma,Chokshi Marg,Mysore,Near Deol Zila,Gopalpur,Kishanganj,Tamil Nadu,India,180067,37- Varma,Chokshi Marg,Mysore,Near Deol Zila,Gopalpur,Kishanganj,Tamil Nadu,India,180067,M,+917237344997,,,zkhanna@example.net,,546382347535,No,0,0
MEMBER-000115,TPA-901232,I,Sara,Madhav,Rao,Bhamini Sanghvi,1967-03-02,,M,D,Indian,N,DOCTOR,04,87 Ghosh Path,Kakar Marg,Fatehpur,Near Gokhale Nagar,Saharsa,Ambarnath,Bihar,India,563611,H.No. 321 Sandhu Street,Gola Ganj,Fatehpur,Opposite Sabharwal-Randhawa,Saharsa,Ambarnath,Bihar,India,563611,H,08984744035,,8484598067,trisha80@example.org,hsoman@example.com,264340837183,No,0,0
MEMBER-000116,TPA-779382,I,,,Bala,Zain Sha,1989-09-12,,F,D,Indian,R,RETIRED,03,33 Tiwari,Sidhu Chowk,Dewas,,Nashik,Visakhapatnam,Andhra Pradesh,India,460967,33 Tiwari,Sidhu Chowk,Dewas,,Nashik,Visakhapatnam,Andhra Pradesh,India,460967,M,+918204239727,M,,ykhanna@example.net,,980595943363,No,0,0
MEMBER-000117,TPA-528199,I,Amira,,Bali,Shaan Deshpande,1990-02-24,,M,S,Indian,R,STUDENT,02,25/828- Badal Road,Kapadia Zila,Shivpuri,Behind School,Faridabad,Nangloi Jat,Manipur,India,295739,25/828- Badal Road,Kapadia Zila,Muzaffarnagar,Behind School,Faridabad,Lucknow,Manipur,India,295739,O,4773257035,,1530716030,laurora@example.org,,571926739492,No,0,0
MEMBER-000118,TPA-635949,I,Anaya,,Dhaliwal,Divyansh Chadha,1977-08-15,,F,S,Indian,R,ENGINEER,07,04- Khatri Circle,Bedi Chowk,Mirzapur,Opposite Bava-Gulati,Imphal,Kottayam,Sikkim,India,507038,H.No. 823- Sama Nagar,Bedi Chowk,Mirzapur,Opposite Bava-Gulati,Indore,Kottayam,Sikkim,India,507038,M,9302589431,M,4099862358,indransranganathan@example.net,aaina27@example.org,846063321125,No,0,0
